Pe Nome Razaosocial,Pe Cpf Cnpj,Tb Pessoa Doc Certidao → Pdc Texto Pendencia,Tb Documento Certidao - Dc → Dc Titulo,Tb Solicitacao - So → So Situacao,Tb Marca Representacao - Mr → Mr Nome
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,"DCTFWEB - 05/26 - Maio 2026, o ajuste urgente é remover a dedução indevida de R$ 67,54 de ""Salário Família"", pois o benefício não foi pago a nenhum funcionário na folha. Além disso, os valores de INSS e FGTS da rescisão de Arthur e da folha de Carlos Rafael precisam ser recalculados no sistema após corrigir os descontos abusivos de vale-alimentação e adiantamentos. Só feche a guia após corrigir essas bases no eSocial.",DCTFWEB,EM_ELABORACAO,05/26 - Maio 2026
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,"KIT RESCISÃO - 05/26 - Maio 2026, Na de Ivanaira: O desconto por ela ter pedido demissão foi abusivo. A empresa cobrou R$ 2.510,39, mas o limite máximo por lei é o salário base de R$ 2.070,00. Também criaram um desconto artificial para zerar a conta.  Na de Arthur: O adicional noturno foi pago com o percentual errado de 25%. A convenção do sindicato exige o pagamento de 35%.",KIT RESCISÃO,EM_ELABORACAO,05/26 - Maio 2026
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,"CERTIDÃO NEGATIVA RECEITA ESTADUAL, O documento é verdadeiro e está regular, mas comprova que a empresa está oficialmente fechada/inativa perante o fisco baiano. Se ela deveria estar aberta, o status cadastral precisa ser corrigido.",CERTIDÃO NEGATIVA RECEITA ESTADUAL,EM_ELABORACAO,
GRABER SEGURANCA LTDA,87169900001117,"GFD - GUIA DO FGTS DIGITAL MENSAL - 06/26 - Junho 2026, o documento foi emitido para unidades com CNPJs e locais diferentes, mas avaliado pela regra do Rio de Janeiro. É preciso conferir no sistema de folha se os funcionários de outros estados seguem as regras locais e se benefícios isentos não foram somados ao FGTS por engano.",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,06/26 - Junho 2026
GRABER SEGURANCA LTDA,87169900001117,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026,  Calcular e pagar a folha complementar com as diferenças de salário, férias e rescissões cobradas pela nova convenção.  Corrigir os registros de ponto com horários repetidos (""britânicos"") antes do pagamento.  Confirmar se benefícios como auxílio-família e vale-refeição não estão sofrendo descontos ou gerando impostos indevidos.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,06/26 - Junho 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,CND Federal : Verificar regularização da certidão.,CND Federal,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"FOPAG: 06/26 : Os descontos de faltas e adicionais retroativos do mês anterior infringem o Princípio da Intangibilidade Salarial (Art. 462 da CLT) e o Regime de Competência (Res. CFC nº 1.374/11). A alteração sem comprovação e anuência gera riscos de reclamatórias trabalhistas por desconto indevido, além de passivos fiscais por inconsistências no eSocial e nas bases do INSS/FGTS. Exige-se justificativa, aceite do empregado e retificação do fechamento antes da homologação.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"FOPAG: 07/26: A FOPAG apresenta não conformidade devido a descontos e proventos de competências anteriores (ex.: faltas de junho e HE de maio) lançados em julho. A prática viola o Regime de Competência (Res. CFC nº 1.374/11) e o Princípio da Intangibilidade Salarial (Art. 462 da CLT), alterando indevidamente as bases fiscais atuais. O diferimento distorce a DCTFWeb/eSocial (S-1200), expondo a empresa a autuações fiscais, multas da RFB/MTE e passivos trabalhistas. Folha reprovada até retificação.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,07/26 - Julho 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO:

Ana Cláudia Rosa da Silva está pendente do comprovante bancário de transferência/pagamento efetuado. Anexar comprovante para nova análise.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"Laudo de Periculosidade, deve ser enviado o documento solicitado.",Laudo de Periculosidade,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PCMSO, Após o ajuste do PGR será realizado a análise do PCMSO, PCMSO sem o relatório de assinatura digital.",PCMSO - GERAL,APROVADO,02/26 - Fevereiro 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PCMSO, Após o ajuste do PGR será realizado a análise do PCMSO, PCMSO sem o relatório de assinatura digital.",PCMSO - GERAL,APROVADO,02/26 - Fevereiro 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PGR, 1.5.5.2.1 A organização deve elaborar plano de ação, indicando as medidas de prevenção a serem introduzidas, aprimoradas ou mantidas, conforme o subitem 1.5.4.4.5.

Deve ser enviado o relatório da assinatura digital.",PGR - GERAL,APROVADO,02/26 - Fevereiro 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PGR, 1.5.5.2.1 A organização deve elaborar plano de ação, indicando as medidas de prevenção a serem introduzidas, aprimoradas ou mantidas, conforme o subitem 1.5.4.4.5.

Deve ser enviado o relatório de assinatura digital.",PGR - GERAL,APROVADO,02/26 - Fevereiro 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS, deve ser enviado o documento solicitado.",GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"Avaliação ergonômica, deve ser enviado o documento solicitado.",Avaliação ergonômica,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"CIPA - composição / reuniões / atas/ treinamento, Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"Laudo de insalubridade, deve ser enviado o documento solicitado.",Laudo de insalubridade,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,CND Federal : Verificar regularização da certidão.,CND Federal,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,CERTIDÃO JUDICIAL CÍVEL - TRF : Verificar regularidade da certidão.,CERTIDÃO JUDICIAL CÍVEL - TRF,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,Comprovante de Inscrição Sintegra: Verificar regularidade da certidão.,Comprovante de Inscrição Sintegra,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,CERTIDÃO NEGATIVA RECEITA ESTADUAL: Verificar situação da certidão.,CERTIDÃO NEGATIVA RECEITA ESTADUAL,APROVADO,
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"FOPAG: 06/26 : Os descontos de faltas e adicionais retroativos do mês anterior infringem o Princípio da Intangibilidade Salarial (Art. 462 da CLT) e o Regime de Competência (Res. CFC nº 1.374/11). A alteração sem comprovação e anuência gera riscos de reclamatórias trabalhistas por desconto indevido, além de passivos fiscais por inconsistências no eSocial e nas bases do INSS/FGTS. Exige-se justificativa, aceite do empregado e retificação do fechamento antes da homologação.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"FOPAG: 07/26: A FOPAG apresenta não conformidade devido a descontos e proventos de competências anteriores (ex.: faltas de junho e HE de maio) lançados em julho. A prática viola o Regime de Competência (Res. CFC nº 1.374/11) e o Princípio da Intangibilidade Salarial (Art. 462 da CLT), alterando indevidamente as bases fiscais atuais. O diferimento distorce a DCTFWeb/eSocial (S-1200), expondo a empresa a autuações fiscais, multas da RFB/MTE e passivos trabalhistas. Folha reprovada até retificação.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,07/26 - Julho 2026
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO:

Ana Cláudia Rosa da Silva está pendente do comprovante bancário de transferência/pagamento efetuado. Anexar comprovante para nova análise.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"GFD - GUIA DO FGTS DIGITAL MENSAL - 06/26 - Junho 2026, Valor do PIX: O comprovante é de R$ 137.790,67, devendo complementar R$ 6.785,22 para atingir o total da guia de R$ 144.575,89.  Titularidade: Corrigir a conta pagadora; o PIX saiu da Top Service, mas a guia é da Onseg.  CCT / Benefícios: Pagar à parte as verbas da CCT 06/2026: Assistência (R$ 14,00/prct), Solidariedade Sindical (R$ 25,00/prct) e Vale-Alimentação (R$ 47,50/dia).",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,06/26 - Junho 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"GFD - GUIA DO FGTS DIGITAL MENSAL - 12/25 - Dezembro 2025, corrigir os salários e adicionais no eSocial e reemitir a GFD para pagar a diferença do FGTS aos trabalhadores.",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,12/25 - Dezembro 2025
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"GFD - GUIA DO FGTS DIGITAL MENSAL - 02/26 - Fevereiro 2026, Alinhar a data de vencimento da GFD ao 5º dia útil do mês para cumprir a CCT e padronizar o prazo interno dos trabalhadores, garantindo que o FGTS e os benefícios sejam pagos no mesmo período.",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,02/26 - Fevereiro 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"GFD - GUIA DO FGTS DIGITAL MENSAL - 03/26 - Março 2026, Adicional de 30%: Confirme se o adicional de periculosidade está somado ao salário de todos os vigilantes na base de cálculo do FGTS.  Contas da CCT: Verifique se as taxas da convenção (R$ 14,00 por funcionário) e a taxa de solidariedade (R$ 25,00) foram descontadas na folha.",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,03/26 - Março 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026,  Adequar a entrega das revisões ao prazo limite de 32 horas úteis estipulado.  CIPA: Exigir a ata de eleição/constituição e certificados de treino conforme a NR-05; caso isento, solicitar a designação formal e o comprovante do número de empregados.  Documentação: Solicitar apenas o reenvio das certidões reprovadas e validar o treino de NR-34 (anual) e a PT.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,06/26 - Junho 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 03/26 - Março 2026, VR/VA: Verifique se o valor do crédito equivale a R$ 47,50 por dia trabalhado e corrija o desconto em folha ao limite da cota do trabalhador.
Horas Extras e Noturnas: Recalcule os adicionais garantindo a hora base sobre R$ 2.091,63 (divisor 220).
Prêmio Assiduidade: Revalide a concessão e os impactos no DSR conforme o registro de ponto do mês.
Piso (R$ 2.091,63) e periculosidade (R$ 627,49) já estão corretos.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,03/26 - Março 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 02/26 - Fevereiro 2026, Ajustar o salário base ao piso atualizado do registro SC000202/2026.
Adicionais: Garantir periculosidade em 30% e adicional noturno com reflexos em DSR e hora reduzida.
Benefícios e Descontos: Adequar o teto do desconto de VR e validar a autorização/direito de oposição das contribuições sindicais.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,02/26 - Fevereiro 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"DCTFWEB - 03/26 - Março 2026, Deve ser enviado o documento completo para a análise.",DCTFWEB,EM_ELABORACAO,03/26 - Março 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"DCTFWEB - 02/26 - Fevereiro 2026, a DCTFWeb do período 02/2026, é necessário retransmitir a folha no eSocial com os valores da nova CCT 2026/2027. Deve-se aplicar o reajuste salarial atualizando o piso de vigilante para R$ 2.091,63 (o que ajustará o abatimento de salário-maternidade) e recalcular as contribuições previdenciárias patronais, GILRAT, Terceiros e retenções de IRRF/CSRF sobre a nova base bruta. Por fim, reabra, importe e transmita a DCTFWeb retificadora",DCTFWEB,EM_ELABORACAO,02/26 - Fevereiro 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"DCTFWEB - 12/25 - Dezembro 2025, Corrigir a divergência cadastral. O DARF gerado pela DCTFWeb da Onseg deve ser quitado por conta bancária de sua própria titularidade (CNPJ 83.411.025/0001-05) e não por terceiros (Top Service).
Prazo do Repasse Sindical: Adequar a data de pagamento da Taxa Assistencial/Solidariedade ao dia 10 do mês subsequente, conforme a Cláusula 57ª da CCT (efetuado em atraso no dia 20).
 Anexar os contracheques dos empregados para validação das verbas co",DCTFWEB,EM_ELABORACAO,12/25 - Dezembro 2025
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 01/26 - Janeiro 2026, deve anexar os contracheques/holerites individuais discriminados. Como as guias bancárias mostram apenas o valor líquido, faltam os detalhamentos dos adicionais (periculosidade, noturno, vale-alimentação) e dos descontos. É necessário demonstrar a composição exata das verbas para comprovar o respeito ao piso de R$ 2.091,63 e às obrigações das Cláusulas 5ª e 6ª da CCT.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,EM_ELABORACAO,01/26 - Janeiro 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 03/26 - Março 2026, Para adequar o comprovante de pagamento à CCT, apresente o holerite/demonstrativo analítico dos vigilantes. O comprovante bancário atual exibe só o valor líquido e não comprova a quitação do Piso (R$ 2.091,63), Periculosidade (30%) e Assiduidade (7%), nem os descontos legais (INSS, IRRF e Vale-Alimentação).",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,EM_ELABORACAO,03/26 - Março 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 12/25 - Dezembro 2025, é necessário cruzar o valor líquido do comprovante bancário com o holerite detalhado de cada funcionário. Deve-se confirmar se foram incluídos o piso da categoria, adicional de periculosidade (30%), prêmio assiduidade (7%), vale-alimentação (R$ 47,50/dia com desconto de até 20%) e o benefício assistencial (R$ 14,00). O comprovante bancário até 05/01/2026 atende ao prazo do 5º dia útil.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,EM_ELABORACAO,12/25 - Dezembro 2025
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"PGR - GERAL, sem relatório de assinatura digital.",PGR - GERAL,EM_ELABORACAO,
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"PCMSO, não consta  relatório analítico e  assinatura do médico responsável pelo PCMSO.",PCMSO - GERAL,EM_ELABORACAO,
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"06/26 - Junho 2026, Para regularizar a comprovação do pagamento, é necessário apresentar o contracheque (holerite) detalhado de cada trabalhador.
Embora as datas e as faixas de valores estejam adequadas à CCT e a transferência valha como recibo, os comprovantes bancários mostram apenas o valor líquido. É preciso discriminar o salário base, adicional de periculosidade, prêmios, horas extras e os descontos de INSS, IRRF e vale-alimentação para comprovar a exatidão dos cálculos.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,EM_ELABORACAO,06/26 - Junho 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 02/26 - Fevereiro 2026, Para ajustar e validar o pagamento, é necessário apresentar o holerite detalhado identificando o salário-base (piso de R$ 2.091,63), o adicional de periculosidade (30%) e a justificativa para valores abaixo do piso (faltas ou descontos). O comprovante bancário só é válido se vinculado à discriminação das verbas.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,EM_ELABORACAO,02/26 - Fevereiro 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"KIT RESCISÃO - 04/26 - Abril 2026, apresenta inconformidade grave na homologação: a Cláusula 19ª da CCT exige ato presencial no Sindicato Laboral, mas o termo consta com ressalva por ausência do funcionário, gerando risco de multa de 30%.  Ajustes necessários:Homologação: Refazer o procedimento presencialmente no sindicato.  Descontos de VR: Conferir o desconto proporcional dos dias trabalhados (Cláusula 12ª) para evitar exceder o limite legal de 20%.",KIT RESCISÃO,EM_ELABORACAO,04/26 - Abril 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"KIT RESCISÃO - 04/26 - Abril 2026. Insuficiência de saldo: O TRCT do funcionário Célio Eduardo apresenta o valor ""Insuficiência Saldo"" de R$ 715,30 (código 16.1), zerando o valor líquido a receber.  Data da quitação: O Termo de Quitação está datado com o mês ""abril"", devendo indicar a data exata em que foi firmado.  Documentação complementar: É necessário anexar a comprovação do envio das três notificações formais de aviso de demissão por justa causa/abandono.",KIT RESCISÃO,EM_ELABORACAO,04/26 - Abril 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"KIT RESCISÃO - 03/26 - Março 2026, Assinatura do Empregado: Deve assinar o TRCT/Homologação, pois foi registrado que ele não compareceu.  Homologação Presencial: Deve ser realizada na sede do Sindicato Laboral conforme prevê a CCT.  Multas (se aplicável): Se a homologação presencial no sindicato não for feita no prazo, incide multa de 30% sobre o valor bruto.",KIT RESCISÃO,EM_ELABORACAO,03/26 - Março 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"KIT RESCISÃO - 01/26 - Janeiro 2026, Homologação e Multa: Falta a assinatura do trabalhador no Termo de Homologação. Como não houve homologação presencial, aplica-se a multa de 30% sobre o valor bruto da rescisão por descumprimento da Cláusula 19ª da CCT.  Reajuste Salarial CCT: Aplicar o reajuste de 6% sobre os valores rescisórios, vigente a partir de 01/02/2026 (Cláusula 4ª).",KIT RESCISÃO,EM_ELABORACAO,01/26 - Janeiro 2026
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS - 04/26 - Abril 2026, Base Salarial: Ajuste a base mínima do vigilante para R$ 2.719,12 (piso de R$ 2.091,63 + 30% de periculosidade).  Encargos: Garanta a quitação até o dia 20 para evitar juros.  FGTS Rescisório: Verifique se os R$ 2.045,76 cobrem a multa rescisória correta — 40% em demissão sem justa causa ou 20% no acordo do art. 484-A da CLT (autorizado na Cláusula 18ª da CCT).",GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,EM_ELABORACAO,04/26 - Abril 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 05/26 - Maio 2026: 

Devido à ausência da Convenção Coletiva de Trabalho (CCT) da categoria para o período correspondente, e por dependência regulatória e falta de base comparativa legal (Art. 511 da CLT), torna-se tecnicamente inviável auditar e homologar os valores apresentados na Folha de Pagamento (FOPAG), DCTFWeb, Guia do FGTS (GFD), Kit Rescisão e GRRF.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"KIT RESCISÃO - 05/26 - Maio 2026:

Devido à ausência da Convenção Coletiva de Trabalho (CCT) da categoria para o período correspondente, e por dependência regulatória e falta de base comparativa legal (Art. 511 da CLT), torna-se tecnicamente inviável auditar e homologar os valores apresentados na Folha de Pagamento (FOPAG), DCTFWeb, Guia do FGTS (GFD), Kit Rescisão e GRRF.",KIT RESCISÃO,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS - 05/26 - Maio 2026:

Devido à ausência da Convenção Coletiva de Trabalho (CCT) da categoria para o período correspondente, e por dependência regulatória e falta de base comparativa legal (Art. 511 da CLT), torna-se tecnicamente inviável auditar e homologar os valores apresentados na Folha de Pagamento (FOPAG), DCTFWeb, Guia do FGTS (GFD), Kit Rescisão e GRRF.",GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"DCTFWEB - 05/26 - Maio 2026:

Devido à ausência da Convenção Coletiva de Trabalho (CCT) da categoria para o período correspondente, e por dependência regulatória e falta de base comparativa legal (Art. 511 da CLT), torna-se tecnicamente inviável auditar e homologar os valores apresentados na Folha de Pagamento (FOPAG), DCTFWeb, Guia do FGTS (GFD), Kit Rescisão e GRRF.",DCTFWEB,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"GFD - GUIA DO FGTS DIGITAL MENSAL - 05/26 - Maio 2026:

Devido à ausência da Convenção Coletiva de Trabalho (CCT) da categoria para o período correspondente, e por dependência regulatória e falta de base comparativa legal (Art. 511 da CLT), torna-se tecnicamente inviável auditar e homologar os valores apresentados na Folha de Pagamento (FOPAG), DCTFWeb, Guia do FGTS (GFD), Kit Rescisão e GRRF.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"DCTFWEB - 05/26 - Maio 2026, após o envio da CCT atualizada será realizada a análise.",DCTFWEB,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 05/26 - Maio 2026, após o envio da CCT atualizada será realizada a análise.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"GFD - GUIA DO FGTS DIGITAL MENSAL - 05/26 - Maio 2026, após o envio da CCT atualizada será realizada a análise.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"KIT RESCISÃO - 05/26 - Maio 2026, após o envio da CCT atualizada será realizada a análise.",KIT RESCISÃO,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,A Convenção Coletiva (CCT) está errada por dois motivos: ela é do setor de comércio varejista (e a empresa é de tecnologia) e já venceu em abril de 2026.,CONVENÇÃO COLETIVA DA CATEGORIA GERAL,APROVADO,
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS - 05/26 - Maio 2026, após o envio da CCT atualizada será realizada a análise.",GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"PCMSO - 12/25 - Dezembro 2025, não constam relatório de assinatura digital e relatório analítico.",PCMSO - GERAL,APROVADO,12/25 - Dezembro 2025
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"PGR - 12/25 - Dezembro 2025, não consta o relatório de assinatura digital.",PGR - GERAL,APROVADO,12/25 - Dezembro 2025
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 05/26 - Maio 2026, após o envio da CCT atualizada será realizada a análise.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"PGR. Falta a assinatura digital da TST elaboradora no DocuSign, constando apenas a do representante legal (NR-01, item 1.5.7.2); o Inventário de Riscos omitiu a jornada e indicou perigos como ""N/A"" (NR-01, item 1.5.7.3.2); e a calibração do decibelímetro estava vencida na data do laudo, violando a NR-01 (item 1.5.4.4.2) e NR-15 (Anexo 1) sobre a validade das medições.",PGR - GERAL,APROVADO,
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,PCMSO. Como PGR está reprovado não tem como dar andamento na análise do PCMSO.,PCMSO - GERAL,APROVADO,
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"DCTFWEB - 06/26 - Junho 2026. Enviar o DCTFWEB completa emitida pelo portal E-cac, usar o duplicar para poder enviar mês a mês em separado.",DCTFWEB,APROVADO,06/26 - Junho 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 05/26 - Maio 2026. Enviar documentos de MAIO para que possamos analisar os comprovantes.,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,05/26 - Maio 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"PCMSO:

Anexar Log/Certificado de Conclusão DocuSign nos PDFs do PGR e PCMSO (ou reemissão dos arquivos assinados em padrão ICP-Brasil e-CPF).  Apenas para segurança integral e fiscal da validação das assinaturas presentes no documento.",PCMSO - GERAL,APROVADO,
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"PGR - GERAL: 

*Anexar  Log/Certificado de Conclusão DocuSign nos PDFs do PGR e PCMSO (ou reemissão dos arquivos assinados em padrão ICP-Brasil e-CPF).  

*Retificação do Quadro de EPIs com o preenchimento dos CAs e Fabricantes. 
As colunas destinadas aos dados de ""Fabricante"" e ""Número do CA (Certificado de Aprovação)"" não possuem o preenchimento dos números ou marcas correspondentes.",PGR - GERAL,APROVADO,
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"DCTFWEB - 06/26 - Junho 2026:

Identificado ausência de comprovação do pagamento bancário das guias DARF devidas no montante de R$ 717.410,95 (vencimento em 20/07/2026).  Para reanálise e aprovação, é indispensável a apresentação dos respectivos comprovantes de quitação bancária/Pix dos DARFs e das certidões das DCOMPs (R$ 923.095,86).",DCTFWEB,APROVADO,06/26 - Junho 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 04/26 - Abril 2026:

Após o envio da FOPAG referente ao mês de ABRIL, será realizada nova análise.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,04/26 - Abril 2026
